ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,LandSize,Age,Latitude,Longitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,closest_primary_school,distance_to_closest_primary,primary_school_ranking,closest_secondary_school,distance_to_closest secondary,secondary_school_ranking
ID306194115,24 Willis St,BALWYN NORTH,1770000.0,h,28/08/2016,3,2.0,1.0,720.0,64.0,-37.7938,145.0838,19894,3421.784537881621,25.818181818181817,True,1071.3333333333333,5783.666666666667,419.6666666666667,Boroondara Park Primary School,604.5817509381596,192,Balwyn High School,765.7077072169178,44
ID909951528,7 Grieve St,BALWYN NORTH,2575000.0,h,10/09/2016,4,3.0,2.0,657.0,13.0,-37.7981,145.0904,19896,2721.510088914749,28.818181818181817,False,925.6666666666666,4701.333333333333,308.6666666666667,Greythorn Primary School,613.6656004567277,93,Balwyn High School,1198.9856355729632,44
ID812553886,15 Maughan Pde,BALWYN NORTH,1660000.0,h,28/05/2016,5,3.0,2.0,737.0,69.0,-37.7975,145.0961,19896,2577.8618844229054,28.818181818181817,False,1923.6666666666667,8979.333333333334,620.3333333333334,Greythorn Primary School,437.3083087747945,93,Balwyn High School,1700.536091319656,44
ID760502788,480 Whitehorse Rd,SURREY HILLS,1700000.0,h,4/06/2016,3,1.0,1.0,763.0,89.0,-37.8148,145.0965,19896,946.4909064079715,28.818181818181817,False,1923.6666666666667,8979.333333333334,620.3333333333334,Chatham Primary School,534.6814610669455,310,Fintona Girls' School,1422.8985128191823,not ranked
ID142252641,66 Almond St,BALWYN NORTH,1520000.0,h,25/02/2017,3,1.0,2.0,622.0,24.0,-37.7882,145.0882,19896,3795.561521129751,28.818181818181817,False,2532.3333333333335,5455.0,713.0,Boroondara Park Primary School,140.32273037819766,192,Balwyn High School,1471.9519909976977,44
ID449738244,8 Gawler Ct,MONT ALBERT,1865000.0,h,6/05/2017,4,2.0,2.0,609.0,14.0,-37.8149,145.11,19896,639.0487194475764,28.818181818181817,False,2897.3333333333335,11243.0,942.0,Box Hill Senior Secondary College,651.670403062634,not ranked,Box Hill Senior Secondary College,651.670403062634,not ranked
ID414752145,6a Tobruk St,BULLEEN,975000.0,t,4/06/2016,3,2.0,2.0,632.0,6.0,-37.7813,145.102,19896,4255.480996583623,28.818181818181817,False,87.33333333333333,252.0,37.0,Boroondara Park Primary School,1536.4553843510964,192,Marcellin College,1848.6284072541869,169
ID913780868,78 The Parade,ASCOT VALE,1440000.0,h,11/02/2017,3,1.0,1.0,487.0,119.0,-37.7725,144.9146,20039,707.9792903874613,20.0,False,817.6666666666666,1779.6666666666667,181.0,St Mary's School,328.66617674673785,159,Lowther Hall Anglican Grammar School,1402.091234968777,not ranked
ID131746015,38 Addison St,MOONEE PONDS,1480000.0,h,17/09/2016,3,1.0,2.0,436.0,109.0,-37.7704,144.9292,20039,848.4408666039226,20.0,False,824.6666666666666,1890.3333333333333,159.33333333333334,Ascot Vale Primary School,513.9083985506866,249,Mount Alexander 7-12 College,1355.7314327687366,not ranked
ID787814898,8 Anderson St,ASCOT VALE,2100000.0,h,6/05/2017,5,3.0,3.0,468.0,94.0,-37.7822,144.9065,20039,1551.1061385367823,20.0,False,512.0,1119.6666666666667,175.66666666666666,Ascot Vale West Primary School,440.6841306351213,not ranked,Footscray City College,1477.1406229037977,166
ID483193507,4/27 Roseberry St,ASCOT VALE,440000.0,u,19/11/2016,2,1.0,1.0,0.0,49.0,-37.7749,144.9137,20039,715.951332589715,20.0,False,703.6666666666666,1502.0,135.66666666666666,St Mary's School,244.50227251758474,159,Lowther Hall Anglican Grammar School,1672.6271870377109,not ranked
ID897037720,1/60 The Parade,ASCOT VALE,690000.0,u,22/05/2016,2,1.0,1.0,0.0,119.0,-37.7728,144.9169,20039,515.0599457694685,20.0,True,555.6666666666666,1129.0,160.66666666666666,St Mary's School,508.7133787460646,159,Lowther Hall Anglican Grammar School,1445.0733220709944,not ranked
ID300692807,7/110 Maribyrnong Rd,MOONEE PONDS,222000.0,u,17/06/2017,1,1.0,0.0,0.0,7.0,-37.77154,144.91597,20039,663.9094714844676,20.0,False,2047.6666666666667,9171.0,742.3333333333334,St Mary's School,486.2336456368215,159,Lowther Hall Anglican Grammar School,1297.8034716072607,not ranked
ID662242403,18/54 Epsom Rd,ASCOT VALE,390000.0,u,25/02/2017,2,1.0,1.0,1957.0,7.0,-37.7731,144.9074,20039,1292.4047539317985,20.0,False,1097.6666666666667,5916.0,553.3333333333334,St Mary's School,350.1507493748625,159,Lowther Hall Anglican Grammar School,1612.6662588668667,not ranked
ID504221763,1/171 Waiora Rd,HEIDELBERG HEIGHTS,630000.0,u,27/05/2017,3,1.0,1.0,277.0,6.0,-37.73426,145.05986,19936,1107.2927425988316,31.571428571428573,False,885.0,1901.0,227.66666666666666,Rosanna Primary School,295.8721395676922,367,Charles La Trobe P-12 College,598.8635620749558,465
ID925621147,35 Beverley Rd,HEIDELBERG,1000000.0,h,16/07/2016,3,2.0,1.0,422.0,69.0,-37.7518,145.0768,19936,1366.2397732501083,31.571428571428573,False,2403.6666666666665,5212.333333333333,586.6666666666666,Heidelberg Primary School,855.6673740339963,109,Our Lady of Mercy College,1059.836852528144,90
ID441924314,3/23 Christine St,VIEWBANK,556000.0,u,3/12/2016,2,1.0,1.0,195.0,24.0,-37.7405,145.0876,19936,1907.5034263974687,31.571428571428573,False,1654.0,9119.666666666666,550.0,Viewbank Primary School,675.8813046484795,238,Viewbank College,117.92942512519964,96
ID501488094,484 Waterdale Rd,HEIDELBERG HEIGHTS,915000.0,h,25/02/2017,3,1.0,1.0,748.0,69.0,-37.7416,145.0481,19936,1594.389172534618,31.571428571428573,False,2532.3333333333335,5455.0,713.0,St Pius X School,613.6942962203333,not ranked,East Preston Islamic College,1348.4903779186664,491
ID369496655,498 Waterdale Rd,HEIDELBERG HEIGHTS,950000.0,h,19/11/2016,3,1.0,2.0,800.0,59.0,-37.7406,145.0483,19936,1590.7809002791494,31.571428571428573,False,1144.3333333333333,6845.666666666667,375.6666666666667,St Pius X School,725.8628808566754,not ranked,East Preston Islamic College,1295.5642851328355,491
ID677599443,26 Lyon Rd,VIEWBANK,1102500.0,h,7/05/2016,4,2.0,1.0,659.0,59.0,-37.7373,145.0847,19936,1747.8315302527915,31.571428571428573,False,2489.6666666666665,11817.333333333334,1268.6666666666667,Viewbank Primary School,546.5532659266132,238,Viewbank College,464.5099466678762,96
ID837558290,14 Adamson St,HEIDELBERG,1400000.0,h,27/11/2016,3,1.0,1.0,827.0,67.0,-37.74800000000001,145.0625,19936,653.9782006988864,31.571428571428573,True,198.0,505.6666666666667,67.33333333333333,Heidelberg Primary School,880.11880544787,109,Our Lady of Mercy College,1192.5778708007176,90
ID277874658,22 Almay Gr,HEIDELBERG,1220000.0,h,6/08/2016,3,1.0,1.0,858.0,59.0,-37.7504,145.0643,19935,808.0653408093715,29.666666666666668,False,1463.6666666666667,7426.666666666667,637.3333333333334,Heidelberg Primary School,569.6423358532317,109,Our Lady of Mercy College,886.7077043712669,90
ID481744246,54 Grove Rd,ROSANNA,1270000.0,h,22/05/2016,4,2.0,4.0,604.0,69.0,-37.7435,145.0686,19936,227.29798827773362,31.571428571428573,False,659.0,5219.333333333333,338.3333333333333,Banyule Primary School,822.0697078486464,86,Viewbank College,1604.2289355075068,96
ID393288800,11 Wewak Pde,HEIDELBERG WEST,735000.0,h,3/12/2016,2,1.0,3.0,602.0,59.0,-37.7455,145.0452,19936,1866.207023255105,31.571428571428573,False,8.333333333333334,65.33333333333333,1.0,St Pius X School,185.28998874291548,not ranked,East Preston Islamic College,1508.9706206293165,491
ID884180185,37 Alamein Rd,HEIDELBERG WEST,392000.0,h,28/05/2016,3,1.0,2.0,372.0,59.0,-37.7383,145.0414,19936,2236.693867663723,31.571428571428573,False,1002.6666666666666,4068.0,328.3333333333333,East Preston Islamic College,664.9135903889764,not ranked,East Preston Islamic College,664.9135903889764,491
ID711799029,20 Finlayson St,ROSANNA,852000.0,h,28/08/2016,3,1.0,1.0,776.0,73.0,-37.7393,145.0685,19936,449.2637354008672,31.571428571428573,False,334.6666666666667,1407.6666666666667,88.33333333333333,Rosanna Primary School,657.3243422604667,367,Charles La Trobe P-12 College,1440.5785962612727,465
ID724811729,6 Wilson Gr,CAMBERWELL,1602500.0,h,18/03/2017,3,1.0,1.0,405.0,89.0,-37.8448,145.071,19850,410.9603564276969,26.857142857142858,False,1097.6666666666667,5916.0,553.3333333333334,Camberwell South Primary School,814.3200225500357,327,Siena College Ltd,1603.9565650316638,not ranked
ID553463655,20 Crellin Gr,CAMBERWELL,1900000.0,h,13/05/2017,2,1.0,3.0,633.0,59.0,-37.8427,145.0824,19850,618.0822464737159,26.857142857142858,False,313.3333333333333,545.3333333333334,65.66666666666667,St Dominic's School,439.52017647265376,82,Siena College Ltd,1006.2015682102192,not ranked
ID760239815,4 Range St,CAMBERWELL,2000000.0,h,12/06/2016,3,1.0,2.0,821.0,94.0,-37.8459,145.0644,19850,1003.8801226558636,26.857142857142858,False,703.6666666666666,1502.0,135.66666666666666,Camberwell South Primary School,272.9763458245022,327,Alia College,1716.173875004033,500
ID746039508,1 Heather St,BENTLEIGH EAST,1962000.0,h,20/05/2017,2,1.0,2.0,848.0,19.0,-37.9199,145.0573,19939,1804.2641509201485,35.416666666666664,False,298.0,735.0,154.0,Valkstone Primary School,589.2024113192426,134,Bentleigh Secondary College,858.5840744103677,230
ID899726525,39 Elizabeth St,BENTLEIGH EAST,1860000.0,h,13/05/2017,4,3.0,2.0,620.0,13.0,-37.9228,145.0555,19939,1731.666262828514,35.416666666666664,False,1173.6666666666667,8523.666666666666,974.6666666666666,Valkstone Primary School,923.61282284967,134,Bentleigh Secondary College,632.2631859631299,230
ID594818246,45 Chesterville Dr,BENTLEIGH EAST,900000.0,h,26/07/2016,4,1.0,2.0,741.0,69.0,-37.9229,145.0673,19939,2730.1133325388046,35.416666666666664,False,1463.6666666666667,7426.666666666667,637.3333333333334,St Peter's School,317.4909003118911,345,St James' College,534.3354247559188,not ranked
ID940532169,17 Florence St,BRIGHTON EAST,2100000.0,h,17/06/2017,4,3.0,2.0,608.0,19.0,-37.91777,145.01798,19939,1670.3050755398285,35.416666666666664,False,2006.6666666666667,7754.333333333333,1051.3333333333333,St Finbar's School,171.51160481494438,336,Brighton Secondary College,283.8119219627572,213
ID630642963,11b Lilac St,BENTLEIGH EAST,1005000.0,t,16/07/2016,4,2.0,2.0,296.0,13.0,-37.9197,145.05700000000004,19939,1774.921558067856,35.416666666666664,False,1363.6666666666667,6287.666666666667,564.3333333333334,Valkstone Primary School,567.0209330472934,134,Bentleigh Secondary College,887.0594592964139,230
ID378597865,6 Melrose Ct,GLEN WAVERLEY,1152000.0,h,9/09/2017,4,2.0,2.0,734.0,83.0,-37.87432,145.18766000000005,19899,6084.019780823454,31.77777777777778,False,84.33333333333333,293.3333333333333,23.0,Camelot Rise Primary School,1006.5799442539594,36,Highvale Secondary College,1375.2556350770628,138
ID446216493,53 Fordham Rd,RESERVOIR,685000.0,h,3/12/2016,3,1.0,1.0,1262.0,64.0,-37.7139,145.0215,20009,1249.048555558995,35.111111111111114,False,1923.6666666666667,8979.333333333334,620.3333333333334,St Stephen's School,329.1497109149387,not ranked,Reservoir High School,1181.6876330649402,346
ID515254026,98 Crookston Rd,RESERVOIR,906000.0,h,3/09/2017,3,1.0,2.0,741.0,69.0,-37.70931,145.01434,20009,452.9441911283561,35.111111111111114,False,298.0,735.0,154.0,St Stephen's School,496.4949462028239,not ranked,William Ruthven Secondary College,1737.4389102584073,not ranked
ID911096691,1/74 Miranda Rd,RESERVOIR,605000.0,h,13/05/2017,3,1.0,2.0,371.0,69.0,-37.7068,145.0193,20009,870.2217629571563,35.111111111111114,False,444.6666666666667,981.3333333333334,239.66666666666666,Maharishi School of the Age of Enlightenment,270.1220348613525,not ranked,William Ruthven Secondary College,1841.5006581651317,not ranked
ID746453916,66 Crookston Rd,RESERVOIR,953000.0,h,15/07/2017,3,1.0,2.0,743.0,49.0,-37.70964,145.0171,20009,695.4377706251332,35.111111111111114,True,885.0,1901.0,227.66666666666666,St Stephen's School,283.4210037797311,not ranked,Reservoir High School,1793.9823434202706,346
ID427154579,93 The Fairway,KINGSBURY,607500.0,h,28/08/2016,3,2.0,1.0,468.0,49.0,-37.7125,145.0306,20009,1926.0888294588021,35.111111111111114,False,1683.6666666666667,8938.666666666666,509.3333333333333,Our Lady of the Way School,531.5586353859833,417,Reservoir High School,1088.7875336349896,346
ID403706336,78 McMahon Rd,RESERVOIR,902000.0,h,1/07/2017,4,2.0,3.0,700.0,59.0,-37.71073,145.01775,20009,790.6665392075693,35.111111111111114,False,288.0,712.0,75.66666666666667,St Stephen's School,158.2786050406667,not ranked,Reservoir High School,1663.6504090277062,346
ID806638385,3/141 Hickford St,RESERVOIR,352000.0,u,19/11/2016,2,1.0,1.0,0.0,49.0,-37.703,145.014,20009,673.1486916402084,35.111111111111114,False,271.6666666666667,771.6666666666666,74.0,Maharishi School of the Age of Enlightenment,505.3017439638445,not ranked,William Ruthven Secondary College,1214.4013323481522,not ranked
ID847342037,2/20 Crookston Rd,RESERVOIR,352000.0,u,3/12/2016,2,1.0,1.0,117.0,7.0,-37.7101,145.0223,20009,1152.1690840422555,35.111111111111114,False,2403.6666666666665,5212.333333333333,586.6666666666666,St Stephen's School,318.01837458689,not ranked,Reservoir High School,1504.9562615648745,346
ID284273590,1/147 Purinuan Rd,RESERVOIR,415000.0,u,3/09/2016,2,1.0,1.0,189.0,7.0,-37.708,145.0181,20009,756.0011238488928,35.111111111111114,True,824.6666666666666,1890.3333333333333,159.33333333333334,St Stephen's School,408.8639692538732,not ranked,William Ruthven Secondary College,1847.653457864574,not ranked
ID567360120,4/77 Pine St,RESERVOIR,430000.0,u,28/08/2016,2,1.0,1.0,152.0,49.0,-37.7173,144.9976,20010,828.6514080828964,34.111111111111114,True,1202.0,5034.333333333333,333.0,St Gabriel's School,667.0859210057655,not ranked,William Ruthven Secondary College,2341.6787415544045,not ranked
ID622657594,8/99 Barton St,RESERVOIR,300000.0,u,22/08/2016,2,1.0,1.0,0.0,5.0,-37.7112,144.9989,20010,953.2702408836802,34.111111111111114,False,958.6666666666666,5673.0,628.0,Reservoir Primary School,693.490480208657,not ranked,William Ruthven Secondary College,1653.4678286886076,not ranked
ID687701815,15 Rodman St,RESERVOIR,810000.0,h,4/03/2017,2,1.0,2.0,950.0,89.0,-37.702,145.0071,20009,690.1345721058899,35.111111111111114,False,647.0,2861.3333333333335,222.66666666666666,William Ruthven Primary School,704.8757219969602,not ranked,William Ruthven Secondary College,705.5041420557919,not ranked
ID675151243,2 Cooke St,ESSENDON,1575000.0,h,16/04/2016,5,3.0,2.0,700.0,31.0,-37.7461,144.9173,20036,343.28346019836835,27.0,False,659.0,5219.333333333333,338.3333333333333,St Vincent de Paul's School,745.3660647242427,189,St Columba's College,1263.9194441955774,85
ID245565001,87 Hotham Rd,NIDDRIE,657000.0,h,12/11/2016,2,2.0,1.0,268.0,69.0,-37.7343,144.8783,20036,4019.1167144038245,27.0,False,703.6666666666666,1502.0,135.66666666666666,Niddrie Primary School,384.7231447530843,445,Penleigh & Essendon Grammar School,740.6242917027629,not ranked
ID844860810,204/4 Hotham Rd,NIDDRIE,500000.0,u,29/04/2017,3,1.0,1.0,1218.0,7.0,-37.736,144.8886,20036,3108.173380016466,27.0,False,101.66666666666667,251.33333333333334,18.666666666666668,St John Bosco's School,853.1873328983642,not ranked,Rosehill Secondary College,1207.6452794140284,239
ID547174913,3/15 Woodvale Cl,ESSENDON,420000.0,u,15/07/2017,2,1.0,1.0,0.0,39.0,-37.74444,144.92084,20036,308.4536010789225,27.0,False,1288.3333333333333,4242.333333333333,480.0,St Vincent de Paul's School,386.40264473379233,189,Strathmore Secondary College,977.808721164395,133
ID323178963,1/143 Bradshaw St,ESSENDON,762000.0,u,3/06/2017,2,1.0,1.0,195.0,9.0,-37.74125,144.89502,20036,2375.9727737935777,27.0,True,705.3333333333334,5479.666666666667,335.0,St John Bosco's School,591.6070713256513,not ranked,Buckley Park College,696.0567188042593,123
ID408870326,2/17 Bulla Rd,ESSENDON NORTH,396000.0,u,3/09/2016,2,1.0,1.0,0.0,44.0,-37.7428,144.9086,20036,1191.8753596239878,27.0,False,1566.6666666666667,8895.333333333334,491.0,Essendon North Primary School,496.9578005908896,261,Buckley Park College,1068.7463112931493,123
ID341807028,64 Kerferd St,ESSENDON NORTH,1360000.0,h,18/03/2017,5,3.0,2.0,463.0,89.0,-37.7379,144.9022,20036,1948.0350304460253,27.0,False,959.0,4476.666666666667,324.0,Essendon North Primary School,411.9047891856653,261,Buckley Park College,1098.086115835109,123
ID472744692,124c Hoffmans Rd,ESSENDON,720000.0,t,15/10/2016,3,1.0,2.0,190.0,20.0,-37.7418,144.8918,20036,2634.6452415289823,27.0,False,703.6666666666666,1502.0,135.66666666666666,St John Bosco's School,319.79880115276956,not ranked,Rosehill Secondary College,734.4641775497853,239
ID209354452,220 Napier St,STRATHMORE,1160000.0,h,27/06/2016,3,1.0,1.0,651.0,19.0,-37.7416,144.9204,20036,626.2694647384583,27.0,False,610.0,1743.6666666666667,228.0,St Vincent de Paul's School,333.83775423836437,189,Strathmore Secondary College,754.9595442077962,133
ID648563354,17 Yarra St,WILLIAMSTOWN,1470000.0,h,8/10/2016,3,2.0,1.0,364.0,49.0,-37.8513,144.8961,19993,912.6496852028531,20.666666666666668,False,925.6666666666666,4701.333333333333,308.6666666666667,Westbourne Grammar School,160.78646762826122,58,Bayside P-12 College,1192.9246369984196,243
ID158698500,60 Hannan St,WILLIAMSTOWN,2760000.0,h,3/06/2017,5,2.0,2.0,646.0,51.0,-37.86253,144.88748,19993,595.0900128518642,20.666666666666668,False,2047.6666666666667,9171.0,742.3333333333334,Bayside P-12 College,573.3579348899108,not ranked,Bayside P-12 College,573.3579348899108,243
ID745292899,2/77 Dover Rd,WILLIAMSTOWN,543000.0,u,8/04/2017,2,1.0,1.0,0.0,45.0,-37.8536,144.8981,19993,895.9335013862299,20.666666666666668,False,705.3333333333334,5479.666666666667,335.0,Westbourne Grammar School,470.8904249279715,58,Williamstown High School,1065.1198032243692,104
ID982134806,3301/288 Spencer St,MELBOURNE,650000.0,u,18/03/2017,2,1.0,1.0,0.0,102.0,-37.8138,144.952,19841,379.78087408688765,3.3583815028901736,False,3767.6666666666665,18925.0,2042.3333333333333,North Melbourne Primary School,1681.4932665365873,182,Ozford College,236.23840950889877,530
ID971600153,111 Stokes St,PORT MELBOURNE,2160000.0,h,28/05/2016,4,3.0,2.0,232.0,22.0,-37.8392,144.9378,19841,3412.4337727876705,3.3583815028901736,False,1150.6666666666667,7827.0,922.3333333333334,Port Melbourne Primary School,556.1237444945184,325,Albert Park College,1046.0400804808828,131
ID229992125,164 Liardet St,PORT MELBOURNE,1342000.0,h,4/06/2016,3,2.0,2.0,173.0,119.0,-37.8375,144.941,19841,3119.225742333536,3.3583815028901736,False,1654.0,9119.666666666666,550.0,Port Melbourne Primary School,676.8420299347595,325,Albert Park College,985.7908895667618,131
ID886622861,180 Station St,PORT MELBOURNE,1402000.0,h,16/07/2016,3,1.0,0.0,108.0,119.0,-37.8332,144.945,19841,2540.992560096477,3.3583815028901736,False,1153.6666666666667,4145.666666666667,406.6666666666667,South Melbourne Primary School,861.6571184057983,not ranked,Albert Park College,1307.002032987637,131
ID316921543,108/33 Jeffcott St,WEST MELBOURNE,660000.0,u,7/05/2016,3,2.0,1.0,0.0,21.0,-37.8118,144.9526,19841,269.3160051755905,3.3583815028901736,False,271.6666666666667,771.6666666666666,74.0,North Melbourne Primary School,1464.7908223076004,182,Ozford College,200.99851664011211,530
ID764011741,405/270 King St,MELBOURNE,360000.0,u,7/11/2016,2,1.0,0.0,0.0,45.0,-37.8138,144.9548,19841,215.92571575283424,3.3583815028901736,False,87.33333333333333,252.0,37.0,North Melbourne Primary School,1716.7136237038242,182,Ozford College,106.84909602965432,530
ID247503138,1508/50 Lorimer St,DOCKLANDS,800000.0,u,27/06/2016,2,2.0,2.0,0.0,18.0,-37.8249,144.9476,19841,1603.0022516163333,3.3583815028901736,False,271.6666666666667,771.6666666666666,74.0,South Melbourne Primary School,717.0523043312537,not ranked,Ozford College,1465.753586199824,530
ID774402457,409/216 Rouse St,PORT MELBOURNE,665000.0,u,3/06/2017,2,2.0,1.0,1472.0,9.0,-37.84096,144.93791000000004,19841,3583.2922826752756,3.3583815028901736,False,1593.3333333333333,6648.333333333333,530.0,Port Melbourne Primary School,723.65718104432,325,Albert Park College,934.071943253145,131
ID541539758,306/45 York St,RICHMOND,685000.0,u,22/07/2017,2,2.0,1.0,0.0,8.0,-37.813,144.99303,19978,258.93193570220416,9.133333333333333,False,705.3333333333334,5479.666666666667,335.0,Richmond West Primary School,247.87937998614376,452,Lynall Hall Community School,899.0087848463897,559
ID210718874,221/253 Bridge Rd,RICHMOND,419000.0,u,22/07/2017,2,1.0,1.0,3512.0,8.0,-37.81828,144.99788999999996,19978,678.9175066498908,9.133333333333333,False,1841.6666666666667,9184.666666666666,533.3333333333334,Richmond West Primary School,551.6426334231332,452,Lynall Hall Community School,433.3066423292664,559
ID374087831,25 Egan St,RICHMOND,1074000.0,h,12/11/2016,3,1.0,0.0,245.0,119.0,-37.8138,144.9921,19978,141.0852107852092,9.133333333333333,False,431.3333333333333,971.0,220.66666666666666,Richmond West Primary School,320.2533752413104,452,Lynall Hall Community School,941.6022079001499,559
ID374054407,2/33 Ashley St,RESERVOIR,380000.0,t,12/11/2016,2,1.0,1.0,83.0,9.0,-37.7171,145.0019,20010,449.3585722424954,34.111111111111114,False,1683.6666666666667,8938.666666666666,509.3333333333333,St Gabriel's School,301.5130879738774,not ranked,William Ruthven Secondary College,2275.9555666326983,not ranked
ID931289623,36 Scott Gr,KINGSBURY,690000.0,h,27/11/2016,3,1.0,2.0,556.0,49.0,-37.7174,145.0361,20010,2563.4487075845254,34.111111111111114,False,1654.0,9119.666666666666,550.0,Kingsbury Primary School,181.32397309191595,not ranked,Reservoir High School,776.5525939224395,346
ID936610781,44 Mendip Rd,RESERVOIR,930000.0,h,20/05/2017,4,1.0,3.0,635.0,12.0,-37.7205,145.0165,20010,928.611849071704,34.111111111111114,False,142.0,344.6666666666667,39.333333333333336,Reservoir East Primary School,473.5569970071609,not ranked,Reservoir High School,1184.9074622980092,346
ID956814516,33 Newstead St,MARIBYRNONG,1320000.0,h,10/09/2016,3,2.0,2.0,645.0,119.0,-37.7662,144.8971,20038,1942.0801424977583,22.0,True,1654.0,9119.666666666666,550.0,St Margaret's Primary School,538.9352522067771,216,Ave Maria College,1069.3470899684728,111
ID389978753,9 Rylie La,MARIBYRNONG,680000.0,h,10/09/2016,3,2.0,2.0,225.0,17.0,-37.7699,144.8791,20038,3555.955462390736,22.0,False,824.6666666666666,1890.3333333333333,159.33333333333334,St Margaret's Primary School,1102.5458229546061,216,Maribyrnong Secondary College,1339.205497066623,not ranked
ID549041395,3/26 Middle Rd,MARIBYRNONG,570000.0,t,16/04/2016,2,1.0,2.0,98.0,10.0,-37.7677,144.8925,20038,2356.5418628776497,22.0,False,898.6666666666666,6529.666666666667,480.0,St Margaret's Primary School,156.71147825714098,216,Ave Maria College,1324.0176856548512,111
ID823669568,172 Maribyrnong Rd,MOONEE PONDS,930000.0,h,16/07/2016,3,1.0,1.0,305.0,119.0,-37.7711,144.9122,20038,857.6784226937455,22.0,False,1491.6666666666667,5870.333333333333,432.6666666666667,St Mary's School,315.38822286633166,159,Lowther Hall Anglican Grammar School,1269.550573435692,not ranked
ID181330340,42/2 Horizon Dr,MARIBYRNONG,488000.0,u,16/04/2016,2,2.0,2.0,0.0,9.0,-37.7752,144.8925,20038,2572.9864937823945,22.0,False,824.6666666666666,1890.3333333333333,159.33333333333334,St Margaret's Primary School,933.3840699158123,216,Maribyrnong Secondary College,609.9018674576336,not ranked
ID786745094,27 The Strand,MOONEE PONDS,1250000.0,h,1/07/2017,2,1.0,1.0,450.0,125.0,-37.76121,144.92525,20038,733.2861569452904,22.0,False,817.6666666666666,1779.6666666666667,181.0,St Monica's Primary School,250.2730661773323,484,Lowther Hall Anglican Grammar School,915.8768607984184,not ranked
ID269552799,19/9 Fabian Ct,MARIBYRNONG,408000.0,t,18/06/2016,2,1.0,1.0,85.0,39.0,-37.7732,144.8927,20038,2473.290175733825,22.0,False,1683.6666666666667,8938.666666666666,509.3333333333333,St Margaret's Primary School,716.9109891409098,216,Maribyrnong Secondary College,805.7494095582895,not ranked
ID386609033,29 Winchester St,MOONEE PONDS,1015000.0,h,14/05/2016,2,1.0,1.0,228.0,109.0,-37.7685,144.9183,20038,320.0373082656429,22.0,False,1923.6666666666667,8979.333333333334,620.3333333333334,Moonee Ponds West Primary School,790.5306712915813,not ranked,Lowther Hall Anglican Grammar School,1000.2188800427245,not ranked
ID451417273,99 Eglinton St,MOONEE PONDS,1940000.0,h,8/04/2017,4,2.0,3.0,675.0,99.0,-37.7686,144.912,20038,707.6608368149094,22.0,False,2047.6666666666667,9171.0,742.3333333333334,Moonee Ponds West Primary School,237.7532880886634,not ranked,Lowther Hall Anglican Grammar School,1002.3382356019397,not ranked
ID363592160,16 Bottlebrush Rd,CRAIGIEBURN,565000.0,h,12/08/2017,4,2.0,2.0,482.0,7.0,-37.57416,144.91269,40221,4096.157905331258,49.0,False,684.0,1695.6666666666667,161.0,Newbury Primary School,448.827347672167,not ranked,Mount Ridley P-12 College,1165.8061053333347,432
ID451168523,7 Eve Ct,CRAIGIEBURN,582500.0,h,19/08/2017,3,1.0,0.0,947.0,47.0,-37.59604,144.94021999999995,40221,698.7879628170006,49.0,False,3767.6666666666665,18925.0,2042.3333333333333,Our Lady's School,830.8992992098506,not ranked,Craigieburn Secondary College,1458.62949660446,497
ID700713077,38 Gillard St,BURWOOD,1410000.0,h,18/03/2017,5,2.0,1.0,824.0,69.0,-37.8535,145.1139,19849,2942.6340013807157,28.857142857142858,False,1097.6666666666667,5916.0,553.3333333333334,Mount Scopus Memorial College,777.9939943360629,288,Mount Scopus Memorial College,777.9939943360629,10
ID463717732,1/33 Yeovil Rd,GLEN IRIS,1625000.0,t,10/12/2016,3,2.0,2.0,365.0,39.0,-37.8526,145.0853,19849,436.4599512685785,28.857142857142858,False,83.0,299.6666666666667,13.0,Hartwell Primary School,511.6601333965376,78,Presbyterian Ladies' College,1959.8729849304168,6
ID179161319,1/25 Gardiner Pde,GLEN IRIS,1501000.0,t,27/05/2017,3,2.0,2.0,313.0,24.0,-37.85385,145.06473,19849,1410.240160867414,28.857142857142858,False,298.0,735.0,154.0,St Cecilia's School,418.2583688136922,50,Korowa Anglican Girls' School,1226.1197495563433,13
ID398672870,56 Wills St,GLEN IRIS,920000.0,h,15/10/2016,2,1.0,2.0,334.0,89.0,-37.8577,145.0576,19849,2126.429702022387,28.857142857142858,False,555.6666666666666,1129.0,160.66666666666666,St Roch's School,466.173146627338,131,Korowa Anglican Girls' School,492.3819217467267,13
ID857898399,68 Somers St,BURWOOD,1465500.0,h,8/04/2017,3,2.0,3.0,620.0,7.0,-37.8445,145.1005,19849,1924.9397431687444,28.857142857142858,False,1471.0,7759.666666666667,779.6666666666666,Wattle Park Primary School,344.6815506985735,89,Presbyterian Ladies' College,728.5704594085092,6
ID609573707,2 Oxford St,CAMBERWELL,892000.0,h,8/10/2016,2,1.0,1.0,335.0,59.0,-37.8452,145.0959,19849,1526.930193483961,28.857142857142858,False,2744.3333333333335,10289.666666666666,780.0,Wattle Park Primary School,313.407899660882,89,Presbyterian Ladies' College,1045.0680631594514,6
