ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID177051489,204/2 Alexander St,2,u,533000.0,22/08/2016,1.0,1.0,0.0,7.0,-37.8042,144.892
ID898685686,36A Warrigal Rd,3,h,1400000.0,24/06/2017,2.0,2.0,259.0,12.0,-37.9905,145.06999
ID843942984,118 Barries Rd,3,h,283000.0,23/09/2017,1.0,0.0,362.0,43.0,-37.68755,144.56887
ID622657594,8/99 Barton St,2,u,300000.0,22/08/2016,1.0,1.0,0.0,5.0,-37.7112,144.9989
ID600854260,1A Aberfeldie St,3,h,1195000.0,9/09/2017,2.0,2.0,381.0,113.0,-37.75629,144.90626
ID705457088,36 May St,4,t,2000000.0,23/09/2017,3.0,2.0,360.0,9.0,-37.937,145.01169
ID278151293,80 Dover St,3,t,1017500.0,19/08/2017,2.0,2.0,459.0,16.0,-37.78273,144.92358000000004
ID828971513,191 Scotchmer St,3,h,1300000.0,26/07/2016,1.0,1.0,203.0,129.0,-37.7834,144.9862
ID706416270,23 Wisteria Dr,4,h,1253000.0,12/08/2017,2.0,2.0,760.0,19.0,-37.67935,145.05728
ID606238313,5/78 Moonya Rd,3,t,675000.0,4/06/2016,2.0,1.0,0.0,29.0,-37.8972,145.0642
ID939851826,20 Emma St,2,h,1015000.0,8/10/2016,1.0,0.0,117.0,14.0,-37.7948,144.9861
ID446611007,10 Malcolm Rd,4,h,820000.0,17/06/2017,2.0,2.0,841.0,3.0,-37.76917,145.29265
ID937460710,15 Alberta St,3,h,845000.0,1/07/2017,1.0,2.0,422.0,69.0,-37.796440000000004,144.86388
ID378691228,1/100 St Elmo Rd,2,u,450000.0,19/11/2016,1.0,1.0,0.0,59.0,-37.759,145.047
ID698976240,4/6 Crown Av,2,u,600000.0,29/07/2017,1.0,1.0,0.0,52.0,-38.00765,145.0935
ID301098299,38/568 New St,2,u,520000.0,13/05/2017,1.0,1.0,1647.0,15.0,-37.8847,144.9972
ID180899571,3/204 The Boulevard,1,u,405000.0,28/08/2016,1.0,1.0,0.0,59.0,-37.7767,145.0543
ID754631041,41 Barkly St,3,h,1679000.0,19/11/2016,2.0,0.0,326.0,99.0,-37.7776,144.9751
ID746453916,66 Crookston Rd,3,h,953000.0,15/07/2017,1.0,2.0,743.0,49.0,-37.70964,145.0171
ID738865863,109/311 Burwood Rd,1,u,370000.0,28/08/2016,1.0,1.0,0.0,5.0,-37.8222,145.0329
ID798466754,7/844 Malvern Rd,2,u,471500.0,30/07/2016,1.0,1.0,0.0,39.0,-37.8503,145.0185
ID861107714,8 Meakin St,3,h,705000.0,27/05/2017,1.0,1.0,538.0,59.0,-37.70178,145.0851
ID427641896,1/112 Roslyn St,2,u,1300000.0,4/03/2017,2.0,2.0,329.0,79.0,-37.9172,145.004
ID917151658,1/1326 Main Rd,3,t,751000.0,22/07/2017,2.0,2.0,247.0,10.0,-37.703179999999996,145.16467
ID499614269,4 Wannan Ct,3,h,800000.0,23/09/2017,1.0,2.0,602.0,39.0,-37.94146,145.11121
ID787617602,8/67 High St,2,u,700000.0,12/11/2016,1.0,1.0,0.0,131.0,-37.851,144.988
ID257413162,2/72 Dendy St,3,t,1427000.0,18/03/2017,2.0,1.0,313.0,69.0,-37.9206,145.0
ID232763072,1 Rotorua St,2,h,1012000.0,7/05/2016,1.0,1.0,0.0,109.0,-37.9002,145.02700000000004
ID677599443,26 Lyon Rd,4,h,1102500.0,7/05/2016,2.0,1.0,659.0,59.0,-37.7373,145.0847
ID908105756,4 Frampton St,2,h,1000000.0,23/09/2017,1.0,1.0,106.0,119.0,-37.861909999999995,144.98655
ID390774569,9 Kelverne St,3,h,685000.0,24/06/2017,1.0,3.0,494.0,59.0,-37.71477,144.98235
ID663059258,38 Stanhope St,3,h,632000.0,12/08/2017,1.0,4.0,697.0,59.0,-37.68557,144.93156000000005
ID567360120,4/77 Pine St,2,u,430000.0,28/08/2016,1.0,1.0,152.0,49.0,-37.7173,144.9976
ID115330893,75 Wattle Gr,3,h,815500.0,22/07/2017,2.0,2.0,434.0,59.0,-37.93228,145.15827
ID260299531,50a Rennie St,2,h,860000.0,24/09/2016,1.0,1.0,483.0,79.0,-37.7509,144.9696
ID751114392,12 Durkin St,3,h,1200000.0,8/04/2017,1.0,0.0,484.0,79.0,-37.8437,144.8809
ID767939640,68 Marks St,4,h,1400000.0,29/07/2017,2.0,2.0,426.0,89.0,-37.74892,144.95758999999995
ID645496122,60 Carrington Cr,3,h,578000.0,16/09/2017,2.0,2.0,673.0,14.0,-38.1046,145.19339
ID572789678,1 Moama St,3,h,765000.0,25/02/2017,1.0,1.0,658.0,59.0,-37.7905,144.8485
ID661961893,102 Vincent Dr,3,h,500000.0,22/07/2017,2.0,2.0,330.0,11.0,-37.64027,145.08745
ID798710040,3 Fairview Gr,5,h,3365000.0,28/05/2016,2.0,2.0,1339.0,94.0,-37.8649,145.0547
ID710292576,86 Mills St,3,h,2000000.0,16/04/2016,2.0,1.0,211.0,119.0,-37.847,144.9575
ID296753949,2b Rice St,3,t,910000.0,12/11/2016,2.0,2.0,312.0,19.0,-37.9412,145.0491
ID361333139,38 Armstrong Dr,5,h,970000.0,12/08/2017,3.0,2.0,725.0,44.0,-37.92739,145.25705
ID787495899,33 Joy St,4,h,856500.0,19/11/2016,2.0,2.0,599.0,11.0,-37.7896,144.8559
ID547861857,95 Marion St,3,h,1070000.0,3/09/2017,1.0,3.0,693.0,69.0,-37.83511,144.84905
ID503707812,91 Market Rd,3,h,472000.0,3/06/2017,1.0,0.0,700.0,69.0,-37.89363,144.65693000000005
ID919452613,8/17 Myoora Rd,2,u,540000.0,22/05/2016,1.0,1.0,0.0,56.0,-37.8432,145.0206
ID460425939,10 Matthews St,3,h,960000.0,15/07/2017,2.0,2.0,655.0,34.0,-37.79352,144.84318000000005
ID282370993,160 Hyde St,3,h,871000.0,3/12/2016,2.0,2.0,428.0,54.0,-37.8167,144.8965
ID501537976,60A Kennedy St,3,t,935000.0,3/06/2017,2.0,2.0,244.0,19.0,-37.9203,145.08074
ID855376509,30 Bennett St,3,h,375000.0,22/07/2017,1.0,2.0,584.0,36.0,-37.712109999999996,144.57703999999995
ID155047497,26 MacFarland St,3,h,1310000.0,12/08/2017,1.0,1.0,302.0,109.0,-37.76085,144.95834
ID210018209,73 Heath St,1,h,1014000.0,26/07/2016,1.0,0.0,151.0,9.0,-37.835,144.9444
ID329523918,25 Bungay St,4,h,761000.0,22/04/2017,1.0,2.0,696.0,63.0,-37.7054,145.0809
ID977798113,25 Minogue St,6,h,1875000.0,23/09/2017,2.0,2.0,697.0,57.0,-37.79032,145.05408
ID408870326,2/17 Bulla Rd,2,u,396000.0,3/09/2016,1.0,1.0,0.0,44.0,-37.7428,144.9086
ID398672870,56 Wills St,2,h,920000.0,15/10/2016,1.0,2.0,334.0,89.0,-37.8577,145.0576
ID898370424,1 Scarborough Pl,2,t,650000.0,4/06/2016,1.0,1.0,79.0,49.0,-37.7914,144.9344
ID340729822,4 Greenhill Ct,5,h,1336000.0,4/03/2017,3.0,3.0,736.0,39.0,-37.7683,145.0881
ID743689290,41 Dellfield Dr,4,h,1165000.0,3/12/2016,2.0,4.0,673.0,47.0,-37.7647,145.1246
ID979965606,4/130 Tennyson St,3,h,1380000.0,19/08/2017,1.0,2.0,1730.0,18.0,-37.8797,144.99088999999995
ID235703070,9/343 Church St,2,u,715000.0,8/07/2017,1.0,2.0,2427.0,59.0,-37.822759999999995,144.99866
ID946722582,28 Garfield Av,4,h,1450000.0,23/09/2017,2.0,2.0,590.0,79.0,-37.90433,145.05163000000005
ID661552603,6/53 Tennyson St,2,u,500000.0,20/05/2017,1.0,1.0,0.0,59.0,-37.8777,144.9891
ID837558290,14 Adamson St,3,h,1400000.0,27/11/2016,1.0,1.0,827.0,67.0,-37.74800000000001,145.0625
ID618913317,9 Willow Dr,3,h,850000.0,18/03/2017,1.0,2.0,766.0,20.0,-37.7522,144.8518
ID515416787,303 Bambra Rd,3,h,1160500.0,8/10/2016,2.0,1.0,358.0,89.0,-37.8965,145.0269
ID932952853,7 Churchill Av,3,h,681000.0,22/07/2017,1.0,2.0,523.0,69.0,-37.78242,144.86955
ID341807028,64 Kerferd St,5,h,1360000.0,18/03/2017,3.0,2.0,463.0,89.0,-37.7379,144.9022
ID393101506,2/111 Marlborough St,3,u,800000.0,18/06/2016,2.0,2.0,252.0,25.0,-37.9085,145.0683
ID397468897,14 Rose St,4,h,1150000.0,26/07/2016,2.0,2.0,43.0,89.0,-37.7456,144.9469
ID384779947,52 Paloma St,4,h,1330000.0,17/06/2017,2.0,2.0,566.0,69.0,-37.91503,145.07997
ID481744246,54 Grove Rd,4,h,1270000.0,22/05/2016,2.0,4.0,604.0,69.0,-37.7435,145.0686
ID580953870,7 Maidstone St,2,h,1030000.0,27/05/2017,1.0,1.0,743.0,6.0,-37.8732,144.81331
ID901000900,16 Border Dr,3,h,703000.0,3/09/2016,2.0,2.0,683.0,24.0,-37.7402,144.8591
ID568341941,7/37 Groom St,2,u,885500.0,18/06/2016,2.0,2.0,0.0,14.0,-37.7937,144.9983
ID309972763,15 Fairy St,3,h,1796000.0,10/09/2016,1.0,1.0,614.0,64.0,-37.7768,145.0409
ID440766598,2/16 Braemar St,2,u,520000.0,15/10/2016,1.0,2.0,0.0,44.0,-37.7486,144.9072
ID393288800,11 Wewak Pde,2,h,735000.0,3/12/2016,1.0,3.0,602.0,59.0,-37.7455,145.0452
ID889859484,112/86 Altona St,2,u,438000.0,8/07/2017,1.0,1.0,4267.0,17.0,-37.796620000000004,144.9254
ID940532169,17 Florence St,4,h,2100000.0,17/06/2017,3.0,2.0,608.0,19.0,-37.917770000000004,145.01798
ID675794166,4 Meaney St,2,h,906000.0,3/12/2016,1.0,1.0,221.0,99.0,-37.8829,145.0129
ID998282554,63 The Corso,4,h,2475000.0,26/08/2017,3.0,3.0,665.0,3.0,-37.99508,145.07544
ID846875303,24 Marcus Rd,3,h,1204000.0,12/08/2017,1.0,2.0,716.0,44.0,-37.77006,145.10429
ID366746255,20 Fyfe Dr,3,h,1181000.0,24/06/2017,1.0,2.0,656.0,24.0,-37.77158,145.11816000000005
ID156309569,20 Glenora Av,2,h,1150000.0,29/07/2017,1.0,2.0,1800.0,29.0,-37.79578,145.27461
ID595765601,16 Beevers St,3,h,680000.0,19/11/2016,1.0,3.0,551.0,59.0,-37.8254,144.8514
ID128581463,52 Emily St,3,h,1200000.0,14/05/2016,2.0,1.0,588.0,26.0,-37.8937,145.0648
ID221525652,23 Longwood Dr,4,h,680000.0,17/06/2017,2.0,2.0,656.0,39.0,-37.63878,145.05577
ID406236191,18 Yvette Dr,3,h,860000.0,8/07/2017,2.0,2.0,537.0,18.0,-37.92778,145.24796
ID191772658,98 Osborne St,3,h,1460000.0,7/05/2016,1.0,2.0,373.0,49.0,-37.8661,144.8973
ID490228438,14 Garth Pl,3,h,441000.0,12/08/2017,2.0,1.0,210.0,39.0,-37.63463,145.03863
ID897340281,44 Reid St,4,t,1700000.0,18/03/2017,3.0,2.0,127.0,11.0,-37.7855,144.9789
ID850202474,22/49 Walsh St,1,u,567500.0,19/11/2016,1.0,1.0,0.0,49.0,-37.8368,144.9848
ID271587169,19 Newry St,3,h,1400000.0,17/06/2017,1.0,0.0,364.0,49.0,-37.85538,145.00013
ID949851883,44 Mitchell St,5,h,1300000.0,15/07/2017,2.0,0.0,479.0,99.0,-37.75915,144.96755
ID598312265,18 Carlyle St,4,h,3050000.0,11/03/2017,3.0,1.0,710.0,52.0,-37.8187,145.0577
ID124629789,184 Finch St,3,h,3310000.0,20/05/2017,3.0,2.0,662.0,31.0,-37.8605,145.0455
ID285228123,65 Gatehouse Dr,3,h,852000.0,3/09/2016,1.0,1.0,166.0,19.0,-37.7929,144.9197
ID392646481,2/23 Broughton Rd,2,u,610000.0,15/10/2016,1.0,1.0,102.0,49.0,-37.8288,145.1048
ID137456467,12 Gordon St,3,h,1040000.0,27/11/2016,1.0,2.0,595.0,13.0,-37.8394,144.8669
ID384779947,52 Paloma St,4,h,1330000.0,17/06/2017,2.0,2.0,566.0,69.0,-37.91503,145.07997
ID998475309,2/119 Summerhill Rd,3,t,760000.0,8/04/2017,1.0,1.0,219.0,8.0,-37.796,144.8819
ID407280621,65 Farview St,3,h,762700.0,25/02/2017,1.0,4.0,597.0,59.0,-37.7097,144.9351
ID803503816,8/289 Barkly St,2,u,470000.0,15/07/2017,1.0,0.0,0.0,69.0,-37.873490000000004,144.9798
ID483193507,4/27 Roseberry St,2,u,440000.0,19/11/2016,1.0,1.0,0.0,49.0,-37.7749,144.9137
ID997462143,6/157 Beach St,2,u,1100000.0,7/05/2016,2.0,1.0,0.0,13.0,-37.8392,144.9257
ID460924294,2306/265 Exhibition St,2,u,780000.0,4/06/2016,2.0,1.0,0.0,22.0,-37.8095,144.9691
ID831198398,56 Victoria St,5,h,2250000.0,24/06/2017,3.0,2.0,640.0,39.0,-37.95698,145.0166
ID994529709,17/51 Chapel St,1,u,360000.0,16/07/2016,1.0,1.0,0.0,89.0,-37.8627,144.9912
ID441568418,18 Melrose St,2,h,1010000.0,19/11/2016,2.0,0.0,109.0,119.0,-37.795,144.942
ID496952081,5 Kennedy St,5,h,1475000.0,17/09/2016,2.0,2.0,729.0,9.0,-37.9191,145.075
ID531338311,53 Clydebank Rd,3,h,1115000.0,30/07/2016,1.0,1.0,688.0,69.0,-37.7577,144.8892
ID213766367,20 Miller St,4,h,535000.0,27/05/2017,2.0,2.0,808.0,49.0,-37.580890000000004,144.72183
ID300692807,7/110 Maribyrnong Rd,1,u,222000.0,17/06/2017,1.0,0.0,0.0,7.0,-37.77154,144.91597
ID600473036,18/703 Orrong Rd,2,u,1100000.0,15/10/2016,2.0,2.0,0.0,5.0,-37.8414,145.0137
ID636344667,6 Speight St,4,h,1280000.0,16/07/2016,2.0,1.0,458.0,89.0,-37.8427,144.879
ID494749569,2/86 Phoenix St,2,u,315000.0,8/10/2016,1.0,1.0,14.0,29.0,-37.7756,144.8345
ID593408713,239 Chesterville Rd,3,h,860000.0,22/04/2017,1.0,2.0,601.0,49.0,-37.9409,145.0602
ID331320805,41 Davies St,4,h,772500.0,4/06/2016,2.0,2.0,595.0,36.0,-37.7116,144.9468
ID183462877,129 Albert St,3,h,850000.0,3/06/2017,1.0,2.0,485.0,139.0,-37.7383,145.02348999999995
ID875641100,32 Ailsa Gr,3,h,1850000.0,18/03/2017,2.0,2.0,684.0,19.0,-37.7659,145.0392
ID189012032,28 The Avenue,4,h,2550000.0,27/05/2017,2.0,2.0,726.0,94.0,-37.931670000000004,145.00134
ID739393415,2 Derry St,4,h,1740000.0,29/04/2017,2.0,2.0,746.0,69.0,-37.7595,144.8993
ID969715909,3/37 Atkins St,2,t,672000.0,17/09/2016,1.0,1.0,0.0,39.0,-37.8094,145.0446
ID748316834,27 Olver St,2,t,715000.0,4/03/2017,1.0,1.0,132.0,10.0,-37.7343,145.0025
ID516969287,14 Marjory St,3,h,631000.0,22/07/2017,1.0,2.0,584.0,54.0,-37.6819,145.02293999999995
ID602832456,10/20 Chambers St,3,u,1430000.0,27/05/2017,3.0,1.0,913.0,23.0,-37.84014000000001,144.99441000000004
ID508945158,18 Francis St,2,h,780000.0,20/05/2017,1.0,1.0,433.0,79.0,-37.7521,145.0516
ID532479144,11 Asquith St,4,h,750000.0,3/09/2017,1.0,6.0,953.0,119.0,-37.69693,145.0079
ID524813427,5 Croker St,3,h,716000.0,16/04/2016,1.0,2.0,268.0,129.0,-37.8472,144.8754
ID897602954,60 Alexandra Pde,4,h,1010000.0,16/09/2017,3.0,1.0,193.0,64.0,-37.79395,144.98899
ID205905911,6/30 Warrenwood Pl,2,u,400000.0,17/06/2017,1.0,1.0,196.0,7.0,-38.164390000000004,145.1978
ID403706336,78 McMahon Rd,4,h,902000.0,1/07/2017,2.0,3.0,700.0,59.0,-37.71073,145.01775
ID963787267,2 McGregor St,4,h,2375000.0,7/05/2016,2.0,1.0,653.0,109.0,-37.8292,145.0852
ID127162142,8 Charles St,4,h,1530000.0,8/10/2016,2.0,2.0,486.0,129.0,-37.8258,145.1116
ID388996377,11 Eucalyptus Dr,3,t,680000.0,20/05/2017,3.0,2.0,2787.0,7.0,-37.7794,144.872
ID549041395,3/26 Middle Rd,2,t,570000.0,16/04/2016,1.0,2.0,98.0,10.0,-37.7677,144.8925
ID889515731,82 Cuthbert St,3,h,450000.0,22/07/2017,1.0,1.0,0.0,59.0,-37.6841,144.92818
ID723786334,27 Middle St,3,h,730000.0,10/12/2016,1.0,2.0,570.0,49.0,-37.7106,144.9491
ID955524743,13 Kiama St,2,t,610000.0,1/07/2017,1.0,1.0,182.0,4.0,-37.711999999999996,144.91761
ID160059012,2/22 Joffre Rd,3,u,585000.0,6/08/2016,1.0,1.0,180.0,10.0,-37.718,144.94
ID158698500,60 Hannan St,5,h,2760000.0,3/06/2017,2.0,2.0,646.0,51.0,-37.86253,144.88748
ID323908450,65 Napier St,3,h,1467000.0,7/11/2016,2.0,2.0,188.0,119.0,-37.7532,144.9178
ID218352534,11 Perceval St,3,h,498500.0,9/09/2017,2.0,2.0,688.0,119.0,-37.57367,144.71842
ID180934287,233 Nelson Pl,4,h,1860000.0,27/11/2016,2.0,0.0,199.0,139.0,-37.8615,144.9023
ID122032823,40 Anzac Av,5,h,790000.0,12/08/2017,2.0,2.0,1034.0,34.0,-37.638259999999995,145.1991
ID506018506,10 Rankins Rd,2,h,850000.0,1/07/2017,1.0,0.0,133.0,20.0,-37.78906,144.93173000000004
ID206307474,7 Holmhurst Ct,4,t,1700000.0,29/04/2017,3.0,2.0,312.0,69.0,-37.9295,145.0144
ID686218788,74 Fromer St,4,h,1328000.0,10/09/2016,2.0,2.0,610.0,79.0,-37.9291,145.0472
ID809159200,1/54 Furneaux Gr,5,h,760000.0,20/05/2017,2.0,2.0,411.0,64.0,-37.7784,145.091
ID651926472,2B Creek Pde,4,h,2270000.0,10/12/2016,2.0,2.0,440.0,27.0,-37.7852,144.9975
ID294023256,27 Charming St,3,h,1255000.0,13/08/2016,2.0,2.0,614.0,59.0,-37.9346,145.0302
ID799767674,26 Bridport St,3,h,2800000.0,15/07/2017,2.0,2.0,216.0,159.0,-37.83863,144.96208000000001
ID542018677,15 Anthony Dr,3,h,1028800.0,26/08/2017,2.0,1.0,470.0,59.0,-37.88751,145.13545
ID197798955,98 Wonga Rd,4,h,999999.0,23/09/2017,2.0,2.0,657.0,7.0,-37.79053,145.2472
ID857898399,68 Somers St,3,h,1465500.0,8/04/2017,2.0,3.0,620.0,7.0,-37.8445,145.1005
ID400295111,152 Park Dr,2,h,2200000.0,15/10/2016,2.0,1.0,190.0,144.0,-37.7928,144.9575
ID676179029,2/703 Orrong Rd,2,u,1450000.0,8/10/2016,2.0,2.0,0.0,49.0,-37.8414,145.0137
ID861107714,8 Meakin St,3,h,705000.0,27/05/2017,1.0,1.0,538.0,59.0,-37.70178,145.0851
ID478365422,64 Tucker Rd,3,h,1095000.0,17/09/2016,2.0,1.0,581.0,54.0,-37.9286,145.0495
ID422913015,657 Gilbert Rd,3,h,777000.0,27/11/2016,1.0,2.0,480.0,59.0,-37.7265,144.9918
ID185313880,2/25 Acland St,2,t,1077000.0,13/05/2017,1.0,1.0,455.0,129.0,-37.8636,144.9749
ID702432261,4/57 Chapel St,1,u,480000.0,27/05/2017,1.0,1.0,0.0,89.0,-37.86305,144.9911
ID758064132,41 Colin Rd,2,h,955500.0,19/08/2017,1.0,3.0,697.0,66.0,-37.91698,145.11225
ID777367109,21 Conley St,3,h,660000.0,24/06/2017,1.0,2.0,550.0,59.0,-37.98298,145.17932
ID569991499,27 Metung St,4,h,2410000.0,24/09/2016,2.0,1.0,685.0,79.0,-37.8056,145.071
ID700869053,27 Quick St,4,h,975000.0,3/12/2016,1.0,1.0,733.0,59.0,-37.7194,144.9307
ID847104689,33a Durrant St,2,h,1532000.0,22/08/2016,1.0,2.0,411.0,109.0,-37.9095,145.004
ID870160102,2/50 Gibdon St,3,h,1100000.0,17/06/2017,2.0,2.0,1212.0,9.0,-37.82982,145.01038
ID991988120,6 Conrad Ct,3,h,1001000.0,17/06/2017,1.0,1.0,671.0,49.0,-37.802,145.15828
ID422524179,5 Reys Cl,4,h,1285000.0,16/09/2017,2.0,4.0,656.0,39.0,-38.00394,145.1025
ID748674390,103 Pleasant Rd,5,h,1900000.0,28/05/2016,3.0,3.0,0.0,49.0,-37.8351,145.0554
ID148867706,9A Montgomery St,3,t,1627000.0,8/07/2017,2.0,2.0,304.0,12.0,-38.00644000000001,145.08478
ID659193006,83 Normanby Rd,4,h,2513000.0,17/09/2016,1.0,2.0,832.0,79.0,-37.8036,145.0545
ID638883167,4/6 Linton St,2,u,504000.0,10/12/2016,1.0,1.0,0.0,39.0,-37.7712,145.0455
ID988582724,26 Bardia St,2,h,735000.0,22/07/2017,1.0,4.0,600.0,69.0,-37.74798,145.03765
ID382302848,14 Wanbrow Av,5,h,1950000.0,3/09/2017,3.0,2.0,743.0,70.0,-37.80235,145.09311
ID836981169,83 Pindara Bvd,4,h,965000.0,26/08/2017,2.0,6.0,869.0,12.0,-38.14508,145.18787
ID512438680,6 Hamilton St,3,h,2275000.0,17/09/2016,2.0,1.0,359.0,19.0,-37.8965,145.0022
ID286263817,14 Hancock Dr,3,h,791100.0,23/09/2017,2.0,2.0,640.0,39.0,-37.89335,145.27924
ID726673122,19 Station Rd,2,h,940000.0,27/05/2017,1.0,0.0,207.0,109.0,-37.8071,144.88912
ID902972273,649 Queensberry St,2,h,940000.0,29/04/2017,1.0,0.0,89.0,129.0,-37.9394,145.089
ID639026312,2/11 Winfield Rd,2,t,860000.0,10/12/2016,2.0,2.0,204.0,27.0,-37.8008,145.10399999999996
ID990156129,23 Fiddes St,3,h,1020000.0,3/09/2016,1.0,3.0,771.0,59.0,-37.9375,145.0474
ID472744692,124c Hoffmans Rd,3,t,720000.0,15/10/2016,1.0,2.0,190.0,20.0,-37.7418,144.8918
ID556201689,6/105 Cochrane St,2,u,845000.0,29/07/2017,1.0,1.0,100.0,59.0,-37.89569,144.99881000000005
ID811572452,62 Lester Av,4,h,520000.0,15/07/2017,2.0,1.0,699.0,69.0,-37.73986,144.81105
ID229992125,164 Liardet St,3,h,1342000.0,4/06/2016,2.0,2.0,173.0,119.0,-37.8375,144.941
ID667344119,43 Mitchell St,4,h,1275000.0,23/09/2017,1.0,2.0,518.0,139.0,-37.758829999999996,144.96749
ID324950523,5 Democrat Dr,3,h,700000.0,23/09/2017,2.0,3.0,795.0,39.0,-37.85229,145.30281000000005
ID605089260,2 Kerang Av,3,h,760000.0,8/07/2017,1.0,1.0,606.0,69.0,-37.72057,145.02615
ID526578918,48 Majestic Bvd,5,h,720008.0,26/08/2017,3.0,2.0,528.0,13.0,-38.08902,145.29006
ID908322004,1/547 Neerim Rd,4,t,1340000.0,13/05/2017,4.0,2.0,370.0,13.0,-37.8919,145.0781
ID120451510,2/94 Truganini Rd,2,u,737000.0,27/06/2016,1.0,1.0,165.0,29.0,-37.8927,145.0539
ID886439005,9 Goodman St,2,h,955000.0,29/04/2017,1.0,0.0,1328.0,139.0,-37.7731,144.9568
ID684559977,11 Caldwell St,3,h,721000.0,8/10/2016,1.0,2.0,674.0,43.0,-37.7102,144.9362
ID575491274,67 Hawkhurst St,3,h,1115000.0,1/07/2017,1.0,2.0,446.0,29.0,-37.82004000000001,144.87174
ID442337830,8A Finchley Av,4,h,831000.0,19/08/2017,3.0,3.0,708.0,12.0,-37.70317,144.91396
ID829689510,7/88 Stephen St,2,u,782000.0,4/03/2017,1.0,1.0,1555.0,6.0,-37.8156,144.8943
ID249890599,39 Emu Pde,3,h,551000.0,4/03/2017,1.0,0.0,610.0,64.0,-37.6885,144.9092
ID884180185,37 Alamein Rd,3,h,392000.0,28/05/2016,1.0,2.0,372.0,59.0,-37.7383,145.0414
ID630642963,11b Lilac St,4,t,1005000.0,16/07/2016,2.0,2.0,296.0,13.0,-37.9197,145.05700000000004
ID182839947,134 John St,3,h,575500.0,8/10/2016,1.0,1.0,701.0,69.0,-37.6953,144.9397
ID830740447,6 Orlando St,3,h,1475000.0,29/04/2017,1.0,2.0,251.0,57.0,-37.9411,145.0011
ID922189091,3/59 Poath Rd,2,h,692000.0,25/02/2017,1.0,2.0,0.0,28.0,-37.8929,145.0765
ID323178963,1/143 Bradshaw St,2,u,762000.0,3/06/2017,1.0,1.0,195.0,9.0,-37.74125,144.89502
ID494380905,60 Sydney St,3,h,720000.0,10/12/2016,1.0,1.0,706.0,89.0,-37.7801,144.8229
ID957255280,38A Carroll Cr,3,h,470000.0,19/08/2017,1.0,1.0,290.0,7.0,-37.6669,145.04234
ID886622861,180 Station St,3,h,1402000.0,16/07/2016,1.0,0.0,108.0,119.0,-37.8332,144.945
ID745292899,2/77 Dover Rd,2,u,543000.0,8/04/2017,1.0,1.0,0.0,45.0,-37.8536,144.8981
ID580691250,4/2 Paul St,4,t,1090000.0,22/04/2017,3.0,2.0,242.0,24.0,-37.7866,145.1046
ID443318984,14A Kernot St,3,h,775000.0,25/02/2017,1.0,1.0,435.0,19.0,-37.8279,144.873
ID976461010,17/29 Bendall St,3,u,570000.0,11/03/2017,1.0,2.0,0.0,29.0,-37.7897,144.9239
ID595348023,5/9 Sandown Rd,4,t,900000.0,13/05/2017,3.0,2.0,0.0,8.0,-37.7831,144.9209
ID472440875,35 Fugosia St,3,h,508000.0,29/07/2017,1.0,2.0,680.0,54.0,-37.99581,145.24098
ID638538842,11 Webb St,2,h,1322500.0,26/08/2017,1.0,1.0,731.0,69.0,-37.85621,145.10641
ID634792005,2 Murnong St,4,h,1048700.0,23/04/2016,2.0,2.0,452.0,20.0,-37.774,144.877
ID524480232,5/171 Hotham St,2,u,490000.0,29/04/2017,1.0,0.0,601.0,59.0,-37.8757,144.998
ID605124827,44 Saunders St,3,h,1600000.0,3/06/2017,2.0,2.0,737.0,89.0,-37.75107,144.95112
ID660603532,53 Ronald St,3,h,735000.0,4/03/2017,1.0,1.0,427.0,9.0,-37.7303,144.9773
ID131906548,27 Barrett St,4,h,2140000.0,27/06/2016,2.0,1.0,183.0,139.0,-37.8434,144.9495
ID553463655,20 Crellin Gr,2,h,1900000.0,13/05/2017,1.0,3.0,633.0,59.0,-37.8427,145.0824
ID715767723,5 Black St,3,h,1700000.0,18/06/2016,2.0,1.0,0.0,74.0,-37.7763,144.9597
ID760832892,17 Brigantia St,4,h,550000.0,12/08/2017,2.0,2.0,400.0,8.0,-37.621140000000004,144.99715
ID521523005,118 Bindi St,3,h,500000.0,25/02/2017,1.0,4.0,677.0,44.0,-37.695,144.9271
ID436626358,10 Efficient St,3,h,568000.0,17/06/2017,2.0,2.0,420.0,7.0,-37.62145,145.01051
ID226796070,271 Heidelberg Rd,2,h,1300000.0,23/09/2017,1.0,0.0,320.0,99.0,-37.78398,145.01124
ID609573707,2 Oxford St,2,h,892000.0,8/10/2016,1.0,1.0,335.0,59.0,-37.8452,145.0959
ID644648014,132 Ludstone St,4,h,1800000.0,23/09/2017,1.0,2.0,800.0,59.0,-37.93492,145.01758
ID122048267,103 Cassinia Cr,3,h,430000.0,15/07/2017,1.0,2.0,522.0,59.0,-37.64683,144.91106000000005
ID283769166,25 Percy St,5,h,2550000.0,10/12/2016,3.0,2.0,642.0,89.0,-37.8096,145.0735
ID506771035,19 Balcombe St,3,h,555000.0,4/06/2016,1.0,1.0,565.0,79.0,-37.7781,144.8451
ID338262194,25 Thomson St,3,h,873000.0,13/05/2017,1.0,2.0,625.0,79.0,-37.7876,144.8752
ID775648797,99 Merton St,3,h,1900000.0,27/05/2017,1.0,1.0,186.0,129.0,-37.84431,144.95532
